userId,movieId,rating,timestamp
1,1,4.0,1609459200
2,2,4.0,1609459200
3,3,4.0,1609459200
4,4,4.0,1609459200
5,5,4.0,1609459200
6,6,4.0,1609459200
7,7,4.0,1609459200
8,8,4.0,1609459200
9,9,4.0,1609459200
10,10,4.0,1609459200
11,11,4.0,1609459200
12,12,4.0,1609459200
13,13,4.0,1609459200
14,14,4.0,1609459200
15,15,4.0,1609459200
16,16,4.0,1609459200
17,17,4.0,1609459200
18,18,4.0,1609459200
19,19,4.0,1609459200
20,20,4.0,1609459200
21,21,4.0,1609459200
22,22,4.0,1609459200
23,23,4.0,1609459200
24,24,4.0,1609459200
25,25,4.0,1609459200
26,26,4.0,1609459200
27,27,4.0,1609459200
28,28,4.0,1609459200
29,29,4.0,1609459200
30,30,4.0,1609459200
31,31,4.0,1609459200
32,32,4.0,1609459200
33,33,4.0,1609459200
34,34,4.0,1609459200
35,35,4.0,1609459200
36,36,4.0,1609459200
37,37,4.0,1609459200
38,38,4.0,1609459200
39,39,4.0,1609459200
40,40,4.0,1609459200
41,41,4.0,1609459200
42,42,4.0,1609459200
43,43,4.0,1609459200
44,44,4.0,1609459200
45,45,4.0,1609459200
46,46,4.0,1609459200
47,47,4.0,1609459200
48,48,4.0,1609459200
49,49,4.0,1609459200
50,50,4.0,1609459200
51,51,4.0,1609459200
52,52,4.0,1609459200
53,53,4.0,1609459200
54,54,4.0,1609459200
55,55,4.0,1609459200
56,56,4.0,1609459200
57,57,4.0,1609459200
58,58,4.0,1609459200
59,59,4.0,1609459200
60,60,4.0,1609459200
61,61,4.0,1609459200
62,62,4.0,1609459200
63,63,4.0,1609459200
64,64,4.0,1609459200
65,65,4.0,1609459200
66,66,4.0,1609459200
67,67,4.0,1609459200
68,68,4.0,1609459200
69,69,4.0,1609459200
70,70,4.0,1609459200
71,71,4.0,1609459200
72,72,4.0,1609459200
73,73,4.0,1609459200
74,74,4.0,1609459200
75,75,4.0,1609459200
76,76,4.0,1609459200
